property_id,address,latitude,longitude,pct_flooded,max_depth_ft,urban_flag,optical_available,optical_water_pct,wse_spread_ft,rel_elev_ft,hand_ft,water_fraction,dpol_water,dpol_available,dem_resolution_m,found_ht,found_type,num_story,occtype,val_struct,val_cont,ftprntsqft,med_yr_blt,nsi_match_m,nsi_matched,first_floor_height_ft,foundation_type,depth_above_ffe_ft,first_floor_source,depth_lower_ft,depth_upper_ft,depth_ci_ft
BRZ-00834,"NSI Structure 122622752, Fort Bend County, TX",29.521064,-95.722604,0.0,0.0,0,1,0.0,0.0,18.117,2.33,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,401472.9028296645,200736.45141483226,2783.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00835,"NSI Structure 122535174, Fort Bend County, TX",29.69099,-95.762992,0.0,0.0,1,1,0.0,0.0,11.49,3.66,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,332380.020700973,166190.0103504865,2359.0,2011.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00836,"NSI Structure 122465838, Fort Bend County, TX",29.547595,-95.709761,0.0,0.0,1,1,0.0,0.0,16.287,7.03,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,589026.6229270889,294513.31146354444,2850.0,2004.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00837,"NSI Structure 122519251, Fort Bend County, TX",29.636721,-95.632017,0.0,0.0,1,1,0.1694,0.0,3.899,0.27,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,321785.990876942,160892.995438471,2609.0,1976.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00838,"NSI Structure 122471453, Fort Bend County, TX",29.675945,-95.736847,0.0,0.0,1,1,0.0,0.0,2.041,2.82,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,364751.98260635365,182375.99130317682,2684.0,2014.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00839,"NSI Structure 122743107, Fort Bend County, TX",29.643595,-95.731597,0.0,0.0,1,1,0.0,0.0,12.567,4.4,0.0,0.0,1,1,2.0,C,2.0,RES1-2SNB,637226.518052543,318613.2590262715,1500.0,2012.0,0.0,True,2.0,Crawlspace,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00840,"NSI Structure 122464191, Fort Bend County, TX",29.686058,-95.70173,0.0,0.0,0,1,0.0,0.0,9.57,0.08,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,359699.4827006633,179849.74135033166,2008.0,2015.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00841,"NSI Structure 122702623, Fort Bend County, TX",29.560216,-95.620814,0.0,0.0,1,1,0.0401,0.0,8.603,1.52,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,1019408.259236932,509704.129618466,3827.0,1998.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00842,"NSI Structure 122602740, Fort Bend County, TX",29.71016,-95.728511,0.0,0.0,1,1,0.0,0.0,8.385,9.16,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,385468.4007518238,192734.2003759119,1755.0,1999.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00843,"NSI Structure 124316137, Harris County, TX",29.684148,-95.61675,0.0,0.0,1,1,0.0,0.0,8.866,2.39,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,279237.9165335315,139618.95826676575,1442.0,2000.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00844,"NSI Structure 122626774, Fort Bend County, TX",29.515045,-95.748578,0.0,0.0,1,1,0.0,0.0,12.015,1.82,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,567998.2497169715,283999.12485848577,2334.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00845,"NSI Structure 122681670, Fort Bend County, TX",29.540328,-95.612629,0.0,0.0,0,1,0.0,0.0,6.616,7.75,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,1151031.919242158,575515.959621079,4126.0,2013.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00846,"NSI Structure 122455349, Fort Bend County, TX",29.662449,-95.677381,0.0,0.0,0,1,0.0,0.0,7.199,8.23,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,304225.24268606654,152112.62134303327,2178.0,2003.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00847,"NSI Structure 122632814, Fort Bend County, TX",29.493249,-95.818499,0.0,0.0,0,1,0.0,0.0,1.905,3.52,0.0,0.3202,1,1,0.75,S,1.0,RES1-1SNB,354612.70847890247,177306.35423945123,2221.0,2010.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00848,"NSI Structure 122477581, Fort Bend County, TX",29.667385,-95.748526,0.0,0.0,0,1,0.0,0.0,7.216,1.17,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,803688.4196888248,401844.2098444124,3244.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00849,"NSI Structure 122484716, Fort Bend County, TX",29.647714,-95.779302,0.0,0.0,1,1,0.0,0.0,7.918,1.27,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,938736.3448631288,469368.1724315644,2812.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00850,"NSI Structure 122613943, Fort Bend County, TX",29.568372,-95.770955,0.0,0.0,1,1,0.0,0.0,2.272,7.58,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,130609.47500000002,65304.73750000001,2432.0,1978.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00851,"NSI Structure 122462348, Fort Bend County, TX",29.551708,-95.712074,0.0,0.0,1,1,0.0596,0.0,9.917,5.98,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,820838.7453676685,410419.3726838342,4067.0,2004.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00852,"NSI Structure 124313654, Harris County, TX",29.718249,-95.603016,0.0,0.0,1,1,0.0651,0.0,7.633,0.88,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,580013.1436975007,290006.57184875035,2183.0,1996.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00853,"NSI Structure 122668180, Fort Bend County, TX",29.556458,-95.616142,0.0,0.0,1,1,0.0,0.0,14.82,1.46,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,707726.4367341294,353863.2183670647,2697.0,1998.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00854,"NSI Structure 122597209, Fort Bend County, TX",29.650615,-95.68318,0.0,0.0,1,1,0.0,0.0,11.084,0.34,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,689198.7677916028,344599.3838958014,2972.0,2015.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00855,"NSI Structure 122576576, Fort Bend County, TX",29.642327,-95.682737,0.0,0.0,1,1,0.0,0.0,6.028,9.73,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,990565.889417213,495282.9447086065,4944.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00856,"NSI Structure 122625355, Fort Bend County, TX",29.520114,-95.748544,0.0,0.0,0,1,0.0,0.0,4.572,1.13,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,382709.6957401424,191354.8478700712,2425.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00857,"NSI Structure 122579447, Fort Bend County, TX",29.6988,-95.780456,0.0,0.0,1,1,0.0,0.0,13.529,1.54,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,743465.0685999462,371732.5342999731,2283.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00858,"NSI Structure 122550782, Fort Bend County, TX",29.646176,-95.67108,0.0,0.0,1,1,0.0,0.0,8.148,9.0,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,522246.9071330751,261123.45356653756,2531.0,1995.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00859,"NSI Structure 122536656, Fort Bend County, TX",29.555794,-95.77669,0.0,0.0,1,1,0.0,0.0,7.448,0.35,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,203061.32355008577,101530.66177504288,2170.0,2008.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00860,"NSI Structure 122560179, Fort Bend County, TX",29.548267,-95.815751,0.0,0.0,1,1,0.0,0.0,2.282,6.51,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,139756.23375,69878.116875,2150.0,1987.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00861,"NSI Structure 122560999, Fort Bend County, TX",29.718742,-95.834554,0.0,0.0,1,1,0.0,0.0,3.118,0.47,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,851274.7416224678,425637.3708112339,2674.0,2014.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00862,"NSI Structure 122553783, Fort Bend County, TX",29.562214,-95.725361,0.0,0.0,1,1,0.0,0.0,12.722,2.53,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,411057.87714419456,205528.93857209728,2353.0,2013.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00863,"NSI Structure 122555393, Fort Bend County, TX",29.675865,-95.751461,0.0,0.0,0,1,0.0,0.0,9.48,0.79,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,324252.61807452043,162126.30903726022,2130.0,2014.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00864,"NSI Structure 122582765, Fort Bend County, TX",29.546274,-95.664896,0.0,0.0,1,1,0.0,0.0,2.294,1.96,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,765050.9727700202,382525.4863850101,2819.0,2002.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00865,"NSI Structure 122446125, Fort Bend County, TX",29.666962,-95.637974,0.0,0.0,1,1,0.0,0.0,2.597,1.5,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,303380.88783461036,151690.44391730518,2281.0,1980.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00866,"NSI Structure 122613337, Fort Bend County, TX",29.567213,-95.680991,0.0,0.0,1,1,0.0,0.0,12.574,5.31,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,742771.9503360443,371385.97516802215,2465.0,2003.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00867,"NSI Structure 122457599, Fort Bend County, TX",29.640915,-95.68182,0.0,0.0,0,1,0.0,0.0,9.598,10.18,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,1191260.4300756848,595630.2150378424,5879.0,2015.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00868,"NSI Structure 122623434, Fort Bend County, TX",29.51662,-95.733328,0.0,0.0,1,1,0.0,0.0,2.378,1.05,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,605967.4863342002,302983.7431671001,1579.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00869,"NSI Structure 122552478, Fort Bend County, TX",29.678075,-95.690266,0.0,0.0,1,1,0.0,0.0,4.573,2.01,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,258203.28739541932,129101.64369770966,1992.0,2014.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00870,"NSI Structure 122526894, Fort Bend County, TX",29.65155,-95.695667,0.0,0.0,1,1,0.0,0.0,15.118,12.16,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,869441.7721864975,434720.88609324873,2931.0,2015.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00871,"NSI Structure 122632644, Fort Bend County, TX",29.490998,-95.815008,0.0,0.0,1,1,0.0,0.0,15.168,1.54,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,384379.25951316516,192189.62975658258,2379.0,2010.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00872,"NSI Structure 122564982, Fort Bend County, TX",29.580537,-95.632637,0.0,0.0,1,1,0.0087,0.0,16.51,0.95,0.0,0.0,1,1,0.5,S,1.0,RES3C,1252126.336186931,438244.21766542585,8186.0,1993.0,0.0,True,0.5,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00873,"NSI Structure 123334537, Harris County, TX",29.706533,-95.65642,0.0,0.0,1,1,0.0,0.0,2.81,4.37,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,224920.311,112460.1555,1773.0,1984.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00874,"NSI Structure 122667387, Fort Bend County, TX",29.658075,-95.609304,0.0,0.0,1,1,0.0,0.0,7.696,3.08,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,204361.39173130464,102180.69586565232,2204.0,2002.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00875,"NSI Structure 122743151, Fort Bend County, TX",29.621192,-95.727668,0.0,0.0,1,1,0.0,0.0,3.218,7.47,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,462386.89385299827,231193.44692649913,1500.0,1987.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00876,"NSI Structure 122549113, Fort Bend County, TX",29.683369,-95.640015,0.0,0.0,1,1,0.0,0.0,4.751,1.02,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,356877.4889744122,178438.7444872061,1317.0,1990.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00877,"NSI Structure 122590150, Fort Bend County, TX",29.565734,-95.767075,0.0,0.0,1,1,0.0,0.0,2.431,1.7,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,150604.12820000004,75302.06410000002,2315.0,1978.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00878,"NSI Structure 122554179, Fort Bend County, TX",29.648257,-95.733087,0.0,0.0,1,1,0.0,0.0,13.504,4.01,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,690318.2687796811,345159.13438984053,4099.0,2012.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00879,"NSI Structure 124405891, Harris County, TX",29.688503,-95.609955,0.0,0.0,1,1,0.0,0.0,2.966,4.01,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,167018.8964318449,83509.44821592246,1781.0,1982.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00880,"NSI Structure 122592926, Fort Bend County, TX",29.570507,-95.643164,0.0,0.0,1,1,0.0,0.0,8.035,2.47,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,1103021.4599408202,551510.7299704101,4294.0,1998.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00881,"NSI Structure 122695908, Fort Bend County, TX",29.544622,-95.616563,0.0,0.0,1,1,0.0,0.0,16.47,2.82,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,931036.5545652945,465518.27728264726,3177.0,2013.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00882,"NSI Structure 122447613, Fort Bend County, TX",29.66636,-95.646483,0.0,0.0,1,1,0.0,0.0,2.291,2.35,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,279615.3100184762,139807.6550092381,2699.0,2003.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00883,"NSI Structure 122597227, Fort Bend County, TX",29.650468,-95.683767,0.0,0.0,1,1,0.0,0.0,11.361,0.93,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,759511.4765132159,379755.73825660796,2845.0,2015.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00884,"NSI Structure 122593767, Fort Bend County, TX",29.688026,-95.682675,0.0,0.0,1,1,0.0,0.0,8.028,4.15,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,359721.3417365878,179860.6708682939,2802.0,1997.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00885,"NSI Structure 124488410, Harris County, TX",29.682999,-95.608172,0.0,0.0,1,1,0.0,0.0,4.806,1.8,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,173159.34079999998,86579.67039999999,2531.0,1982.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00886,"NSI Structure 122527973, Fort Bend County, TX",29.64229,-95.71292,0.0,0.0,0,1,0.0,0.0,13.393,1.33,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,301547.80879598286,150773.90439799143,2516.0,1988.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00887,"NSI Structure 123460127, Harris County, TX",29.68447,-95.640025,0.0,0.0,1,1,0.0,0.0,2.204,2.74,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,285196.9288020566,142598.4644010283,2850.0,2000.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00888,"NSI Structure 122453721, Fort Bend County, TX",29.684559,-95.679863,0.0,0.0,1,1,0.0,0.0,8.213,5.12,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,275927.2079832039,137963.60399160194,2476.0,1997.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00889,"NSI Structure 122625328, Fort Bend County, TX",29.518219,-95.742121,0.0,0.0,0,1,0.0,0.0,7.753,0.76,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,461348.9208844398,230674.4604422199,2648.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00890,"NSI Structure 122572618, Fort Bend County, TX",29.563838,-95.817995,0.0,0.0,1,1,0.0,0.0,46.472,19.33,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,110672.99740000001,55336.498700000004,1494.0,1987.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00891,"NSI Structure 122487821, Fort Bend County, TX",29.685625,-95.795041,0.0,0.0,1,1,0.0369,0.0,8.69,3.14,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,678367.4305851759,339183.71529258793,3567.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00892,"NSI Structure 123317372, Harris County, TX",29.677923,-95.627984,0.0,0.0,1,1,0.0,0.0,6.379,1.91,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,143112.38404364276,71556.19202182138,2374.0,1985.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00893,"NSI Structure 122529076, Fort Bend County, TX",29.614264,-95.726003,0.0,0.0,1,1,0.0,0.0,6.823,6.74,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,426442.8010411077,213221.40052055384,2019.0,1987.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00894,"NSI Structure 122690450, Fort Bend County, TX",29.573197,-95.614348,0.0,0.0,1,1,0.0,0.0,10.945,5.01,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,953322.6294968439,476661.31474842195,4071.0,1993.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00895,"NSI Structure 122510098, Fort Bend County, TX",29.665887,-95.877998,0.0,0.0,0,1,0.0,0.0,1.446,0.49,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,1246619.6080534556,623309.8040267278,3160.0,2008.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00896,"NSI Structure 122611287, Fort Bend County, TX",29.665194,-95.810767,0.0,0.0,1,1,0.0,0.0,20.065,8.91,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,941813.660769358,470906.830384679,4550.0,2012.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00897,"NSI Structure 122548603, Fort Bend County, TX",29.563006,-95.630839,0.0,0.0,1,1,0.0,0.0,8.467,0.75,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,933835.7294929603,466917.86474648013,3025.0,1998.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00898,"NSI Structure 122445932, Fort Bend County, TX",29.57001,-95.635837,0.0,0.0,1,1,0.0,0.0,24.842,5.61,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,738441.8471970675,369220.9235985337,463.0,1993.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00899,"NSI Structure 122466326, Fort Bend County, TX",29.679708,-95.719532,0.0,0.0,1,1,0.0,0.0,8.231,3.46,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,405374.7413837186,202687.3706918593,2040.0,2014.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00900,"NSI Structure 122528164, Fort Bend County, TX",29.689534,-95.718775,0.0,0.0,1,1,0.0,0.0,9.048,3.36,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,304958.67100327363,152479.33550163682,2356.0,2015.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00901,"NSI Structure 122497679, Fort Bend County, TX",29.681657,-95.836264,0.0,0.0,0,1,0.0,0.0,4.07,6.4,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,750366.5748847312,375183.2874423656,2202.0,2013.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00902,"NSI Structure 122475563, Fort Bend County, TX",29.650329,-95.740458,0.0,0.0,1,1,0.0,0.0,15.408,2.82,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,889098.156257574,444549.078128787,4184.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00903,"NSI Structure 122519317, Fort Bend County, TX",29.644602,-95.633643,0.0,0.0,1,1,0.0,0.0,1.738,5.98,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,336189.61998228007,168094.80999114003,2114.0,1987.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00904,"NSI Structure 122473847, Fort Bend County, TX",29.561399,-95.740636,0.0,0.0,1,1,0.0,0.0,8.219,2.42,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,273618.09245692706,136809.04622846353,2189.0,2013.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00905,"NSI Structure 122623235, Fort Bend County, TX",29.520595,-95.714256,0.0,0.0,1,1,0.0,0.0,7.726,3.84,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,497574.0613315558,248787.0306657779,3152.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00906,"NSI Structure 123336066, Harris County, TX",29.709316,-95.658203,0.0,0.0,0,1,0.0,0.0,4.506,1.28,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,231719.6286058698,115859.8143029349,2808.0,1984.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00907,"NSI Structure 122488870, Fort Bend County, TX",29.550407,-95.797784,0.0,0.0,1,1,0.0,0.0,2.94,3.33,0.0,0.0,1,1,2.0,B,1.0,RES1-1SWB,192432.1464,96216.0732,2914.0,1981.0,0.0,True,2.0,Basement,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00908,"NSI Structure 122615353, Fort Bend County, TX",29.709355,-95.834871,0.0,0.0,1,1,0.0,0.0,15.101,0.27,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,856964.7867522495,428482.39337612473,2909.0,2011.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00909,"NSI Structure 122533221, Fort Bend County, TX",29.567423,-95.750506,0.0,0.0,0,1,0.0,0.0,10.2,3.93,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,348455.18477773294,174227.59238886647,2518.0,2013.0,0.1,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00910,"NSI Structure 122524432, Fort Bend County, TX",29.550009,-95.679315,0.0,0.0,1,1,0.0,0.0,13.432,1.68,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,748972.8249000862,374486.4124500431,3001.0,1988.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00911,"NSI Structure 122553214, Fort Bend County, TX",29.567222,-95.71731,0.0,0.0,1,1,0.0,0.0,8.39,6.58,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,419390.5530695924,209695.2765347962,2476.0,2013.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00912,"NSI Structure 122486574, Fort Bend County, TX",29.703855,-95.789387,0.0,0.0,1,1,0.0,0.0,11.501,1.07,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,762018.5713357416,381009.2856678708,3356.0,2007.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00913,"NSI Structure 122474215, Fort Bend County, TX",29.614721,-95.738075,0.0,0.0,1,1,0.0,0.0,15.098,2.53,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,359732.31010729517,179866.15505364758,1874.0,1987.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00914,"NSI Structure 122475271, Fort Bend County, TX",29.655655,-95.741976,0.0,0.0,1,1,0.0,0.0,16.545,2.31,0.0,0.0,1,1,0.75,S,2.0,RES1-2SNB,778313.1523093726,389156.5761546863,3915.0,2012.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
BRZ-00915,"NSI Structure 122527560, Fort Bend County, TX",29.654173,-95.700437,0.0,0.0,0,1,0.0,0.0,4.425,10.87,0.0,0.0,1,1,0.75,S,1.0,RES1-1SNB,808308.9112992596,404154.4556496298,3744.0,2015.0,0.0,True,0.75,Slab,0.0,USACE NSI (modeled),0.0,0.0,0.0
