zip,depth_ft,depth_unit_assumed,paid_building,paid_contents,damage_building,property_value,occupancy_type,n_floors,elevated,basement_type,lowest_floor_elev,lowest_adjacent_grade,duration_raw,flood_zone,cause_of_damage
77035,1.0,feet,178856.69,66112.57,166498.0,339890.0,11,1.0,False,0.0,,,0.0,X,4
77042,3.0,feet,250000.0,100000.0,167399.0,368059.0,1,1.0,False,0.0,,,0.0,X,2
77074,1.0,feet,75423.72,11924.07,74538.0,135508.0,11,1.0,False,0.0,65.5,64.7,0.0,AE,4
77069,1.0,feet,250000.0,61607.53,237149.0,983958.0,1,2.0,False,,,,0.0,X,4
77043,1.0,feet,1221.62,0.0,2472.0,192890.0,1,1.0,False,,,,0.0,X,0
77074,,inches,20872.02,0.0,22122.0,144163.0,11,1.0,False,,62.9,61.3,0.0,AE,4
77088,0.0,feet,,,,,18,1.0,False,0.0,77.4,73.4,0.0,AE,0
77041,1.0,feet,250000.0,100000.0,251250.0,733846.0,1,1.0,False,,,,0.0,X,0
77088,0.0,feet,44742.49,3017.13,46242.0,135578.0,11,1.0,False,,,,0.0,AE,4
77077,0.0,feet,,,,,1,1.0,False,,,,0.0,X,0
77074,0.0,feet,,,,,13,3.0,False,0.0,,,0.0,X,0
77040,0.0,feet,,,65000.0,127000.0,11,1.0,False,,,,0.0,AE,0
77088,1.0,feet,55631.13,0.0,58631.0,228038.0,1,2.0,False,,77.3,76.8,0.0,AE,2
77040,1.0,feet,4677.21,0.0,5639.0,113400.0,11,1.0,False,0.0,,,0.0,X,4
77084,3.0,feet,200000.0,80000.0,204250.0,299762.0,11,2.0,False,,,,0.0,X,2
77096,1.0,feet,129395.35,72632.36,123239.0,213750.0,11,1.0,False,0.0,56.5,55.6,0.0,AE,4
77069,1.0,feet,125000.0,40094.09,162838.0,389536.0,11,2.0,False,,,,0.0,X,2
77091,2.0,feet,93977.11,43182.27,95227.0,180580.0,11,1.0,False,0.0,76.1,75.2,0.0,AE,4
77099,0.0,feet,,,61.0,57731.0,4,1.0,False,0.0,0.3,0.0,0.0,AO,0
77024,3.0,feet,76092.16,30448.83,77342.0,166114.0,1,2.0,False,,,,0.0,X,2
77096,3.0,feet,155724.82,0.0,160725.0,305022.0,1,1.0,False,,54.0,52.5,0.0,AE,0
77096,4.0,feet,30812.22,32484.01,30701.0,273383.0,1,1.0,False,,,,0.0,AE,2
77084,1.0,feet,46589.26,15700.0,56589.0,161284.0,1,1.0,False,0.0,,,0.0,AE,2
77096,1.0,feet,35211.0,0.0,36461.0,153396.0,11,1.0,False,,57.5,56.0,0.0,AE,4
77056,3.0,feet,73320.84,94623.68,66727.0,210930.0,1,1.0,False,,,,0.0,X,4
77091,1.0,feet,87740.03,0.0,73864.0,169507.0,1,1.0,False,0.0,,,0.0,AE,2
77084,1.0,feet,40575.17,0.0,41825.0,139106.0,11,1.0,False,0.0,,,0.0,X,4
77096,3.0,feet,172602.83,88700.0,170045.0,227451.0,1,1.0,False,,,,0.0,AE,2
77041,10.0,feet,227579.49,32780.28,219348.0,958400.0,1,2.0,False,0.0,,,0.0,X,4
77074,3.0,feet,121726.15,18980.18,110634.0,167674.0,1,1.0,False,,57.1,56.2,0.0,AE,4
77074,3.0,feet,194532.57,0.0,196533.0,426152.0,3,2.0,False,,,,0.0,AE,0
77035,1.0,feet,207670.67,100000.0,185643.0,308525.0,1,1.0,False,,,,0.0,AE,4
77074,0.0,feet,,,,,1,2.0,False,,,,0.0,AE,2
77088,3.0,feet,64860.68,0.0,69860.0,177431.0,1,2.0,False,,75.2,74.3,0.0,AE,4
77068,2.75,inches,177065.07,100000.0,168173.0,353947.0,1,1.0,False,,104.9,101.5,0.0,AE,1
77038,4.0,feet,39893.71,6550.44,40894.0,95686.0,11,1.0,False,0.0,,,0.0,X,4
77096,0.0,feet,,,,,1,1.0,False,0.0,57.0,56.4,0.0,AE,4
77099,0.0,feet,,,,,3,2.0,False,,74.1,73.0,0.0,AE,
77074,1.0,feet,117000.0,53346.25,119000.0,387342.0,1,1.0,False,,59.5,58.7,0.0,AE,2
77063,1.0,feet,61754.78,100000.0,58780.0,134207.0,11,2.0,False,,,,0.0,X,4
77096,2.0,feet,87942.45,0.0,81822.0,161616.0,11,1.0,False,0.0,,,0.0,AE,1
77070,13.0,feet,114710.42,0.0,104892.0,197867.0,1,2.0,False,,,,0.0,X,4
77074,1.0,feet,60016.9,40000.0,62017.0,131817.0,11,1.0,False,0.0,,,0.0,AE,2
77096,1.0,feet,191806.24,68532.0,130250.0,531506.0,1,1.0,False,,,,0.0,X,2
77069,0.0,feet,120624.13,31427.6,121874.0,355472.0,1,2.0,False,,,,0.0,X,0
77096,1.0,feet,185537.21,26300.0,178557.0,386281.0,11,2.0,True,0.0,,,0.0,AE,4
77096,1.0,feet,158739.75,75500.0,159990.0,225908.0,1,1.0,False,,56.2,54.5,0.0,AE,0
77099,1.0,feet,39810.03,2550.56,41310.0,112501.0,1,1.0,False,0.0,,,0.0,AE,4
77074,1.0,feet,95652.5,0.0,95585.0,318757.0,15,2.0,False,0.0,62.9,62.0,0.0,AE,4
77079,4.0,feet,207488.1,100000.0,204712.0,260866.0,1,2.0,False,,,,0.0,X,4
77096,2.0,feet,150000.0,0.0,161666.0,417385.0,18,1.0,False,0.0,55.5,54.5,0.0,AE,2
77088,1.0,feet,85000.0,0.0,90730.0,198285.0,11,1.0,False,,81.0,80.2,0.0,AE,2
77071,0.0,feet,,,,,1,1.0,False,,,,0.0,X,0
77055,1.0,feet,5000.0,5000.0,6250.0,250000.0,1,2.0,False,,,,0.0,X,2
77074,1.0,feet,29846.82,0.0,33742.0,207228.0,2,2.0,False,,,,0.0,AE,2
77079,4.0,feet,150000.0,60000.0,156822.0,294991.0,11,2.0,False,0.0,,,0.0,X,0
77035,0.0,feet,31700.0,10600.0,68754.0,114576.0,11,1.0,False,,,,0.0,AE,4
77024,1.0,feet,69912.21,0.0,71162.0,83914.0,11,2.0,False,0.0,,,0.0,X,2
77096,1.0,feet,3996.73,0.0,5923.0,188729.0,11,1.0,False,0.0,54.9,54.1,0.0,AE,2
77084,2.0,feet,125000.0,50000.0,134495.0,180811.0,11,1.0,False,,,,0.0,X,4
77091,1.0,feet,100424.21,95538.49,87249.0,571596.0,1,2.0,False,,,73.3,0.0,AE,2
77079,2.0,feet,135540.4,73737.53,122481.0,154365.0,11,2.0,False,,,,0.0,X,2
77038,,inches,,,,,1,1.0,False,,2.1,1.4,0.0,AE,4
77066,1.0,feet,5953.35,0.0,6764.0,141774.0,11,1.0,False,0.0,,,0.0,X,2
77070,1.0,feet,121418.77,29269.59,122669.0,183234.0,11,2.0,False,,,,0.0,X,4
77084,7.0,feet,136158.18,43438.08,137408.0,155668.0,11,1.0,False,0.0,,,0.0,X,0
77035,2.0,feet,60000.0,40500.0,66028.0,139763.0,1,1.0,False,0.0,,,0.0,AE,2
77088,1.0,feet,18558.84,2335.41,20558.0,139414.0,3,2.0,False,,,,0.0,AE,2
77040,1.0,feet,5467.06,0.0,7467.0,114588.0,11,1.0,False,0.0,84.7,84.0,0.0,AE,4
77072,1.0,feet,27387.79,0.0,29388.0,99135.0,1,1.0,False,0.0,,,0.0,AE,0
77081,0.0,feet,,,,,18,1.0,False,0.0,,,0.0,X,0
77056,1.0,feet,182068.46,50000.0,180522.0,213350.0,1,1.0,False,,,,0.0,X,2
77038,1.0,feet,3888.29,0.0,5138.0,612712.0,18,1.0,False,0.0,,,0.0,X,2
77084,0.0,feet,,,,,11,2.0,False,0.0,,,0.0,X,0
77096,2.0,feet,250000.0,91369.21,327588.0,1320157.0,1,2.0,True,,58.4,51.5,0.0,AE,2
77079,1.0,feet,14038.39,710.27,14390.0,351759.0,1,2.0,False,0.0,,,0.0,X,2
77096,1.0,feet,38603.75,2974.22,38188.0,213386.0,1,1.0,False,,56.9,56.2,0.0,AE,4
77035,,inches,147061.37,0.0,130441.0,150270.0,1,1.0,False,,,,0.0,AE,2
77070,,invalid,52463.39,37247.44,52165.0,214792.0,11,2.0,False,0.0,,,0.0,AE,2
77024,1.0,feet,72955.44,0.0,71635.0,739812.0,11,2.0,False,,,,0.0,X,4
77031,1.0,feet,9317.27,0.0,10567.0,177422.0,11,1.0,False,0.0,,,0.0,X,0
77099,1.0,feet,0.0,155100.57,,,18,1.0,False,0.0,78.7,78.1,0.0,AE,2
77096,0.0,feet,,,,,1,1.0,False,0.0,,,0.0,X,0
77071,0.0,feet,,,,,16,2.0,False,0.0,,,0.0,X,
77096,2.0,feet,142983.03,26785.59,144233.0,352372.0,1,1.0,False,,57.5,55.7,0.0,AE,2
77074,2.0,feet,248742.14,0.0,253742.0,829431.0,13,2.0,False,0.0,67.1,66.6,0.0,AE,4
77084,5.0,feet,33300.0,0.0,114253.0,132015.0,1,,False,,,,0.0,,4
77031,1.0,feet,261772.91,0.0,266773.0,668097.0,3,2.0,False,0.0,66.8,65.8,0.0,AE,0
77070,2.0,feet,144388.5,100000.0,118628.0,263570.0,11,2.0,False,0.0,,,0.0,X,2
77084,4.0,feet,150000.0,60000.0,189654.0,198766.0,1,1.0,False,,,,0.0,X,4
77084,1.0,feet,84978.26,40000.0,91377.0,2456.0,11,2.0,False,0.0,,,0.0,X,4
77096,2.0,feet,1947.17,0.0,3197.0,86349.0,1,1.0,False,0.0,,,0.0,X,0
77070,1.5833333333333333,inches,78467.32,8479.21,76336.0,219879.0,1,2.0,False,,,,0.0,X,4
77035,1.0,feet,14163.45,0.0,15122.0,282984.0,11,1.0,False,0.0,,,0.0,X,0
77074,,inches,4973.21,1639.64,5393.0,106602.0,1,1.0,False,,,,0.0,AE,0
77040,1.0,feet,36494.3,0.0,38494.0,118518.0,1,1.0,False,,,,0.0,AE,2
77096,0.0,feet,145727.56,0.0,146359.0,338515.0,1,1.0,False,0.0,,,0.0,AE,4
77096,3.0,feet,250000.0,34800.0,225869.0,818191.0,1,1.0,False,,,,0.0,AE,2
77096,0.0,feet,,,,,1,1.0,False,,61.2,60.3,0.0,AE,0
77096,3.0,feet,43689.08,0.0,48690.0,106288.0,1,1.0,False,,56.9,56.2,0.0,AE,1
77038,0.0,feet,69087.15,19540.72,64701.0,154156.0,1,1.0,False,,80.5,79.1,0.0,AE,4
77024,0.0,feet,18960.0,0.0,17363.0,408814.0,11,1.0,False,0.0,,,0.0,X,4
77035,1.0,feet,127391.11,44100.0,112929.0,204014.0,11,1.0,False,0.0,58.9,57.8,0.0,AE,2
77074,1.9166666666666667,inches,49348.9,5000.0,45399.0,85580.0,11,2.0,False,0.0,,,0.0,AE,4
77070,5.0,feet,500000.0,0.0,942489.0,2483594.0,13,3.0,False,0.0,1.0,116.0,0.0,AE,4
77095,1.0,feet,5861.0,2546.25,6870.0,219894.0,11,2.0,False,,,,0.0,X,2
77035,1.0,feet,193046.65,100000.0,174679.0,242189.0,1,2.0,False,,,,0.0,X,4
77096,1.0,feet,117756.69,33039.09,104702.0,314913.0,1,1.0,False,,,,0.0,AE,4
77035,2.0,feet,250000.0,100000.0,251622.0,253310.0,11,1.0,False,0.0,53.0,52.4,0.0,X,4
77079,1.0,feet,170044.79,64890.11,162178.0,502411.0,11,1.0,False,0.0,,,0.0,X,2
77096,0.0,feet,122925.49,44542.73,113868.0,219014.0,1,1.0,False,,,,0.0,AE,4
77088,1.0,feet,32287.72,5427.99,33788.0,101583.0,11,1.0,False,,81.1,80.1,0.0,AE,4
77091,1.0,feet,40279.15,7651.23,37515.0,115326.0,11,1.0,False,0.0,,,0.0,X,2
77074,1.0,feet,106409.28,80100.0,101471.0,166518.0,11,1.0,False,,,,0.0,AE,2
77096,2.0,feet,221433.28,71882.59,225683.0,524277.0,1,1.0,False,,,54.9,0.0,AE,2
77074,,inches,47439.93,40309.63,41240.0,147906.0,11,2.0,False,,67.1,66.4,0.0,AE,4
77096,,inches,11472.43,322.78,13472.0,252981.0,11,1.0,False,,,,0.0,AE,2
77024,2.0,feet,124073.59,22354.17,112415.0,352144.0,1,2.0,False,,,,0.0,X,2
77096,5.0,feet,500000.0,0.0,661804.0,1598152.0,3,2.0,False,,,,0.0,AE,2
77084,3.0,feet,109452.47,70485.27,110702.0,220471.0,11,1.0,False,0.0,,,0.0,X,0
77066,1.0,feet,3916.2,10079.41,5166.0,204483.0,11,1.0,False,,109.7,108.5,0.0,AE,4
77077,0.0,feet,,,,,11,1.0,False,0.0,,,0.0,X,4
77084,5.0,feet,134702.71,80000.0,131603.0,145694.0,1,2.0,False,,105.4,104.6,0.0,AE,2
77082,1.0,feet,10745.49,0.0,11728.0,166860.0,11,1.0,False,0.0,80.5,79.6,0.0,AE,4
77096,5.0,feet,250000.0,100000.0,284567.0,464599.0,1,2.0,False,,,,0.0,AE,2
77070,2.0,feet,230350.81,100000.0,231601.0,301432.0,1,1.0,False,,126.4,125.4,0.0,AE,0
77042,0.0,feet,,,,,11,2.0,False,,,,0.0,X,0
77084,3.0,feet,100000.0,40000.0,97332.0,241203.0,1,2.0,False,,,,0.0,X,0
77041,1.0,feet,250000.0,37034.36,227526.0,693383.0,11,2.0,False,0.0,,,0.0,X,2
77096,2.0,feet,250000.0,35397.66,259209.0,275390.0,11,1.0,False,0.0,52.4,51.2,0.0,AE,4
77084,0.0,feet,3955.16,0.0,5205.0,567581.0,1,2.0,False,,,,0.0,X,0
77079,2.0,feet,30987.95,0.0,32488.0,43862.0,4,1.0,False,0.0,79.6,78.3,0.0,AE,0
77081,,inches,12183.45,0.0,13433.0,408486.0,2,2.0,False,,,,0.0,X,2
77096,,inches,80500.11,39330.25,82500.0,390404.0,11,2.0,False,,,,0.0,AE,2
77096,,inches,38790.8,0.0,38044.0,307088.0,11,2.0,False,,59.6,58.7,0.0,AE,4
77041,,inches,86847.33,19599.99,85779.0,661084.0,11,2.0,False,,,,0.0,X,2
77031,0.0,feet,,,,,1,1.0,False,0.0,,,0.0,X,0
77084,2.0,feet,91037.41,479.15,92287.0,180389.0,11,1.0,False,0.0,,,0.0,X,0
77096,1.0,feet,119007.15,74486.24,121007.0,225588.0,1,1.0,False,,,,0.0,AE,4
77084,2.0,feet,82093.39,62806.05,67111.0,217296.0,11,2.0,False,0.0,,,0.0,X,4
77074,2.0,feet,83014.08,12500.0,85014.0,136589.0,1,1.0,False,0.0,,,0.0,AE,2
77091,2.0,feet,85608.84,15592.74,86858.0,441935.0,4,1.0,False,,,,0.0,X,2
77096,2.0,feet,150000.0,72093.29,155002.0,352628.0,11,1.0,False,0.0,52.6,51.8,0.0,AE,0
77096,0.0,feet,88997.93,25000.0,61662.0,164842.0,1,1.0,False,0.0,,,0.0,AE,4
77096,2.0,feet,246442.27,24405.29,227970.0,286529.0,11,1.0,False,0.0,53.7,52.6,0.0,AE,4
77088,1.0,feet,70444.07,10266.25,80444.0,235632.0,1,1.0,False,0.0,,,0.0,AE,4
77088,1.0,feet,108123.63,0.0,106173.0,147475.0,11,1.0,True,0.0,80.3,75.0,0.0,AE,4
77084,2.0,feet,79779.54,0.0,81029.0,148309.0,1,1.0,False,,,,0.0,X,4
77036,1.0,feet,,,,,6,1.0,False,,,,0.0,X,0
77031,1.0,feet,500000.0,0.0,850054.0,7692244.0,18,1.0,True,0.0,,,0.0,AE,2
77077,0.0,feet,,,,,1,2.0,False,,,,0.0,X,0
77038,0.0,feet,,,,,11,1.0,False,0.0,83.0,82.3,0.0,AE,4
77069,5.0,feet,239140.81,93405.8,237232.0,350397.0,11,2.0,False,0.0,,,0.0,X,2
77079,3.0,feet,250000.0,100000.0,226969.0,312672.0,1,2.0,False,0.0,,,0.0,X,4
77096,3.0,feet,236940.84,83083.39,214500.0,332201.0,1,2.0,False,,,,0.0,AE,4
77096,1.0,feet,154444.68,83153.51,147763.0,339329.0,11,1.0,False,0.0,,,0.0,AE,0
77024,1.0,feet,87719.65,30544.36,88970.0,414730.0,16,2.0,False,,,,0.0,X,2
77079,1.0,feet,102929.9,0.0,104179.0,2404766.0,18,3.0,False,2.0,,,0.0,X,2
77084,5.0,feet,114271.47,0.0,113772.0,372842.0,1,2.0,False,,,,0.0,X,2
77096,0.0,feet,23242.36,991.0,23297.0,242918.0,11,1.0,False,0.0,57.2,56.0,0.0,AE,0
77079,2.0,feet,150000.0,33139.5,192402.0,885203.0,1,2.0,False,,,,0.0,X,4
77079,0.0,feet,,,,,11,2.0,False,,,,0.0,X,0
77099,0.0,feet,,,,,3,2.0,False,,74.0,72.9,0.0,AE,4
77088,0.0,feet,69446.75,0.0,69043.0,173919.0,11,1.0,False,0.0,,,0.0,AE,4
77084,0.0,feet,,,593.0,200474.0,1,2.0,False,,110.6,109.4,0.0,AE,2
77071,3.0,feet,88677.0,26514.85,72038.0,128705.0,1,2.0,False,,,,0.0,AE,2
77038,1.0,feet,73047.4,50079.04,71652.0,261471.0,1,1.0,False,,,,0.0,X,4
77080,1.0,feet,6271.78,0.0,7890.0,124075.0,1,1.0,False,0.0,81.7,81.0,0.0,AE,4
77084,5.0,feet,190911.49,62136.1,192161.0,221028.0,1,1.0,False,,,,0.0,X,0
77088,1.0,feet,2328.11,1112.64,4328.0,104182.0,11,1.0,False,0.0,,,0.0,AE,0
77035,,inches,59950.66,10000.0,61951.0,278397.0,11,1.0,False,,59.9,58.3,0.0,AE,2
77096,1.0,feet,,,2142.0,215953.0,1,1.0,False,0.0,57.2,56.3,0.0,AE,4
77067,,inches,,,,,13,2.0,False,,96.0,95.3,0.0,AE,0
77072,0.0,feet,,,141.0,65534.0,11,1.0,False,0.0,,,0.0,AE,1
77036,0.0,feet,,,,,1,1.0,False,0.0,,,0.0,X,4
77066,1.0,feet,44350.06,22748.87,43007.0,201226.0,11,1.0,False,0.0,,,0.0,AE,2
77079,0.0,feet,,,,,1,2.0,False,0.0,,,0.0,X,0
77092,1.0,feet,0.0,7469.74,,,16,2.0,False,0.0,69.2,67.6,0.0,AE,2
77088,0.0,feet,9233.6,0.0,11233.0,81972.0,1,1.0,False,,,,0.0,AE,2
77041,6.0,feet,68859.73,58947.81,65354.0,142798.0,1,1.0,False,,,,0.0,X,4
77096,0.0,feet,125947.18,0.0,122724.0,189587.0,1,1.0,False,0.0,,,0.0,AE,2
77096,1.0,feet,53255.37,0.0,58255.0,744128.0,6,1.0,False,,,,0.0,AE,0
77096,1.0,feet,9568.05,0.0,10818.0,247875.0,11,1.0,False,0.0,,,0.0,X,0
77084,5.0,feet,40000.0,10000.0,55537.0,88105.0,11,1.0,False,,,,0.0,X,4
77077,3.0,feet,101600.27,100000.0,96002.0,232566.0,1,2.0,False,,,,0.0,X,4
77079,1.0,feet,247713.49,100000.0,226397.0,291896.0,1,1.0,False,,,,0.0,X,4
77084,1.0,feet,14887.57,0.0,15628.0,71500.0,1,1.0,False,,,,0.0,X,4
77079,3.0,feet,500000.0,13964.65,587741.0,2005453.0,13,3.0,False,0.0,,,0.0,X,4
77096,3.0,feet,200007.37,84500.0,194099.0,654683.0,1,2.0,False,,,,0.0,C,1
77084,1.0,feet,134955.83,28834.41,120816.0,248139.0,11,1.0,False,0.0,,,0.0,X,4
77082,1.0,feet,13091.8,8927.21,14341.0,281000.0,11,2.0,False,0.0,79.9,79.0,0.0,AE,4
77079,1.0,feet,14827.39,0.0,14704.0,161093.0,11,2.0,False,0.0,,,0.0,X,4
77079,,inches,21830.37,0.0,24830.0,180253.0,1,2.0,False,,,,0.0,AE,4
77041,1.0,feet,66692.28,50442.64,64341.0,413534.0,11,2.0,False,0.0,,,0.0,X,4
77035,1.0,feet,70765.15,24068.29,62954.0,202831.0,1,1.0,False,0.0,,,0.0,X,4
77079,,inches,97843.23,48380.4,86889.0,413886.0,11,1.0,False,,,,0.0,X,2
77096,2.0,feet,165000.0,63000.0,163755.0,229496.0,11,1.0,False,0.0,,,0.0,AE,0
77084,1.0,feet,248143.04,84380.82,252393.0,437663.0,1,2.0,False,,,,0.0,X,2
77063,1.0,feet,49545.83,14224.99,47544.0,217191.0,16,2.0,False,0.0,,,0.0,X,2
77077,1.0,feet,87699.63,60709.44,85563.0,218737.0,1,2.0,False,,,,0.0,X,2
77080,1.0,feet,69647.99,0.0,79647.0,8195544.0,3,2.0,False,,,,0.0,X,4
77070,2.0,feet,135562.97,86102.03,122668.0,350193.0,1,1.0,False,,,,0.0,X,2
77024,2.0,feet,61767.5,11910.56,52636.0,92720.0,1,2.0,False,,,,0.0,X,4
77088,0.0,feet,40209.41,19271.13,42209.0,162485.0,11,1.0,False,0.0,,,0.0,AE,4
77024,2.0,feet,250000.0,100000.0,518963.0,1463368.0,1,3.0,False,,,,0.0,X,0
77071,1.0,feet,,,267.0,79317.0,1,2.0,True,0.0,,,0.0,X,4
77079,0.0,feet,,,,,1,2.0,False,,,,0.0,X,0
77084,4.0,feet,188269.36,71934.59,182468.0,296694.0,1,1.0,False,,,,0.0,X,4
77024,2.0,feet,206007.83,100000.0,194111.0,499580.0,1,2.0,False,,68.2,66.2,0.0,AE,4
77042,2.0,feet,0.0,64429.6,,,11,2.0,False,,,,0.0,X,4
77096,1.0,feet,500000.0,0.0,909649.0,3557363.0,3,3.0,False,,56.0,55.5,0.0,AE,2
77077,3.0,feet,85743.99,27465.61,86994.0,271121.0,11,2.0,False,0.0,,,0.0,X,0
77024,5.0,feet,149127.28,2000.0,150377.0,317864.0,1,2.0,False,,,,0.0,X,0
77070,1.0,feet,250000.0,42229.35,251250.0,1419573.0,11,2.0,False,0.0,,,0.0,X,0
77074,1.0,feet,418294.69,0.0,402921.0,797833.0,3,2.0,False,,,,0.0,AE,4
77096,1.0,feet,180738.0,88907.35,161570.0,250574.0,1,1.0,False,,,,0.0,AE,2
77055,1.0,feet,20000.0,0.0,38594.0,148266.0,1,1.0,False,,,,0.0,X,4
77068,1.0,feet,9090.2,0.0,10340.0,260945.0,11,2.0,False,0.0,,,0.0,X,0
77071,2.0,feet,10180.86,0.0,8446.0,200000.0,11,1.0,False,0.0,,,0.0,X,4
77096,1.0,feet,116589.22,12823.16,117839.0,194887.0,11,1.0,False,0.0,59.4,58.7,0.0,AE,0
77096,3.0,feet,250000.0,100000.0,207215.0,602814.0,11,2.0,False,,55.4,55.0,0.0,AE,4
77096,2.0,feet,174710.88,0.0,179710.0,603826.0,13,2.0,False,0.0,,,0.0,AE,4
77094,2.0,feet,250000.0,100000.0,338170.0,865900.0,11,1.0,False,0.0,,,0.0,X,4
77096,2.0,feet,196498.22,100000.0,201498.0,394204.0,1,1.0,False,,52.8,51.7,0.0,AE,0
77024,1.0,feet,23900.0,0.0,38850.0,465107.0,1,1.0,False,0.0,,,0.0,X,0
77096,0.0,feet,89678.73,2652.24,90929.0,243660.0,11,2.0,False,0.0,57.2,56.3,0.0,AE,0
77041,3.0,feet,37247.65,0.0,38498.0,417040.0,1,2.0,False,,,,0.0,X,0
77056,0.0,feet,,,,,6,1.0,False,0.0,,,0.0,X,0
77035,2.0,feet,233234.77,0.0,234485.0,562189.0,13,2.0,False,0.0,59.9,59.5,0.0,AE,0
77056,2.0,feet,250000.0,100000.0,279950.0,972580.0,1,2.0,False,,,,0.0,X,0
77074,1.0,feet,94220.14,18937.35,96220.0,122362.0,11,1.0,False,0.0,,,0.0,AE,0
77074,1.0,feet,153478.85,0.0,149448.0,304600.0,2,2.0,False,,,,0.0,AE,4
77084,2.0,feet,153135.27,83378.1,129497.0,200659.0,1,1.0,False,0.0,,,0.0,X,2
77084,3.0,feet,119472.66,40000.0,113033.0,123208.0,1,2.0,False,0.0,107.1,105.3,0.0,AE,4
77056,6.0,feet,214817.44,76051.28,207114.0,517585.0,1,2.0,False,,,,0.0,X,2
77079,1.0,feet,4818.64,0.0,6069.0,407605.0,1,2.0,False,0.0,,,0.0,X,0
77057,0.0,feet,,,,,1,2.0,False,,,,0.0,X,1
77084,1.0,feet,23000.0,0.0,44199.0,197636.0,1,1.0,False,,,,0.0,X,0
77035,1.0,feet,120513.45,0.0,109113.0,156387.0,1,1.0,False,0.0,,,0.0,AE,4
77096,0.0,feet,15949.6,0.0,17516.0,241246.0,11,2.0,True,,55.2,49.1,0.0,AE,2
77070,3.0,feet,250000.0,83763.05,252030.0,320800.0,1,2.0,False,,,,0.0,X,2
77057,1.0,feet,250000.0,62296.01,503103.0,2533869.0,1,2.0,False,,55.5,44.4,0.0,AE,0
77096,1.0,feet,99148.28,35987.28,91367.0,170560.0,1,1.0,False,,56.3,55.3,0.0,AE,2
77070,,inches,116505.22,45737.74,117755.0,206030.0,1,1.0,False,,,,0.0,X,4
77042,2.0,feet,250000.0,100000.0,244123.0,522261.0,1,1.0,False,,,68.7,0.0,AE,2
77096,3.0,feet,18878.76,0.0,23129.0,910175.0,11,1.0,True,,50.7,48.8,0.0,AE,2
77088,0.0,feet,40861.65,13271.61,42362.0,164132.0,1,2.0,False,0.0,,,0.0,AE,0
77096,,inches,167696.84,63123.47,149809.0,398375.0,1,1.0,False,,54.6,53.8,0.0,AE,2
77096,3.0,feet,250000.0,100000.0,252000.0,521657.0,1,1.0,False,,52.6,51.5,0.0,AE,0
77036,1.0,feet,9335.57,0.0,10586.0,85335.0,1,2.0,False,,69.7,68.9,0.0,AE,0
77074,0.0,feet,,,,,13,3.0,False,0.0,,,0.0,X,0
77041,1.0,feet,86866.67,16623.02,88115.0,152399.0,11,1.0,False,0.0,,,0.0,X,2
77074,1.0,feet,91091.62,15553.02,80445.0,208623.0,11,1.0,False,0.0,63.1,62.2,0.0,AE,4
77072,0.0,feet,,,,,11,2.0,False,0.0,,,0.0,AE,0
77084,0.0,feet,0.0,5472.32,1216.0,98491.0,11,2.0,False,0.0,114.0,113.1,0.0,AE,0
77070,5.0,feet,250000.0,47900.0,240005.0,855573.0,1,1.0,False,,125.7,124.1,0.0,AE,4
77377,0.0,feet,,,,,1,2.0,False,0.0,,,0.0,X,0
77070,2.0,feet,146005.58,60856.07,125375.0,188785.0,1,2.0,False,,,,0.0,X,2
77038,2.0,feet,38370.94,41511.51,39560.0,125673.0,11,1.0,False,0.0,,,0.0,AE,4
77079,2.6666666666666665,inches,94347.84,32767.32,85118.0,142150.0,1,2.0,False,0.0,,,0.0,X,4
77035,2.0,feet,16538.22,0.0,17538.0,179181.0,18,2.0,False,0.0,,,0.0,AE,0
77057,0.0,feet,,,,,16,1.0,False,,,,0.0,X,0
77041,,inches,31481.13,0.0,26121.0,122980.0,1,1.0,False,,,,0.0,X,2
77041,0.0,feet,0.0,0.0,,,11,2.0,False,0.0,,,0.0,X,4
77096,,inches,2809.3,0.0,4059.0,933902.0,11,2.0,True,,57.1,53.2,0.0,AE,2
77096,14.0,feet,59261.65,11628.08,61262.0,154619.0,1,1.0,False,,,,0.0,AE,4
77042,1.0,feet,98749.49,13592.63,99999.0,172999.0,11,1.0,False,0.0,,,0.0,X,0
77040,1.0,feet,20000.0,1443.99,36488.0,139277.0,11,1.0,False,0.0,,,0.0,X,4
77096,5.0,feet,38965.02,0.0,39355.0,796757.0,11,2.0,True,,53.3,47.9,0.0,AE,4
77096,0.0,feet,,,2350.0,3450930.0,13,2.0,False,0.0,,,0.0,AE,4
77096,1.0,feet,222450.88,100000.0,157834.0,951916.0,1,1.0,False,,,57.0,0.0,AE,2
77056,0.0,feet,50004.45,0.0,51254.0,157586.0,1,1.0,False,,,,0.0,X,0
77074,0.0,feet,32769.35,0.0,34019.0,176361.0,11,2.0,False,0.0,67.2,66.5,0.0,AE,0
77088,1.0,feet,60127.8,0.0,63127.0,93814.0,1,1.0,False,,,,0.0,AE,4
77091,1.0,feet,168877.36,100000.0,167063.0,322097.0,11,2.0,False,0.0,69.1,68.3,0.0,AE,2
77092,1.0,feet,0.0,27487.48,,,6,3.0,False,,,,0.0,X,4
77084,3.0,feet,95330.67,8200.0,97331.0,166295.0,1,1.0,False,0.0,,,0.0,AE,2
