fd_id,occtype,st_damcat,found_ht,found_type,num_story,sqft,ftprntsqft,val_struct,val_cont,ground_elv,med_yr_blt,firmzone,bldheight,usastrucid,longitude,latitude
123372855,RES1-1SNB,RES,0.75,S,1,1545.0,2073,230193.0116954769,115096.50584773844,114.83841,1985,AE,4.39,,-95.71801361084,29.805776590445
123372799,RES1-1SNB,RES,0.75,S,1,1350.0,1892,209419.6017133393,104709.80085666965,114.76202,1985,AE,4.94,,-95.718037634623,29.80611516319
123372802,RES1-1SNB,RES,0.75,S,1,1746.0,2621,248116.55105400103,124058.27552700051,113.395195,1985,AE,4.33,,-95.716426239414,29.806264210273
123372808,RES1-1SNB,RES,0.75,S,1,1844.0,2287,256906.61452200296,128453.30726100148,114.57279,1985,AE,4.1,,-95.71801850614,29.806443816756
123372826,RES1-2SNB,RES,0.75,S,2,1876.0,1501,258722.6390005618,129361.3195002809,113.31259,1985,AE,5.03,,-95.716229379976,29.806222470731
123372124,RES1-1SNB,RES,0.75,S,1,1868.0,2454,258101.44730002954,129050.72365001477,113.866585,1985,AE,3.95,,-95.715588718134,29.804830665332
123372811,RES1-1SNB,RES,0.75,S,1,1636.0,2219,238935.51415782465,119467.75707891233,114.48556,1985,AE,4.22,,-95.718070927486,29.805419727391
123372819,RES1-1SNB,RES,0.75,S,1,1844.0,2915,256213.07995669983,128106.53997834992,113.216965,1985,AE,3.27,,-95.716052334873,29.806105853638
123372821,RES1-1SNB,RES,0.75,S,1,1545.0,2307,229571.59207730522,114785.79603865261,113.779655,1985,AE,5.07,,-95.715209566986,29.806000577757
123372823,RES1-1SNB,RES,0.75,S,1,1746.0,2281,248788.16939764228,124394.08469882114,114.8227,1985,AE,5.27,,-95.718028004751,29.806277895673
123372864,RES1-1SNB,RES,0.75,S,1,1350.0,1781,209419.6017133393,104709.80085666965,114.48187,1985,AE,4.97,,-95.718040374669,29.806610135344
123439398,RES1-1SNB,RES,0.75,S,1,1273.0,1345,204704.5226539282,102352.2613269641,127.0462,2003,X,2.95,,-95.706004288618,29.837177248786
123467219,RES3F,RES,0.5,S,3,81864.0,27288,14744381.019318115,5160533.35676134,100.06466,2000,X,10.33,,-95.688445414199,29.775766492881
123467199,RES3F,RES,0.5,S,3,71655.0,23885,12955409.41693398,4534393.295926892,100.08654,2000,X,9.84,,-95.687790914019,29.77492714386
123467235,RES3F,RES,0.5,S,4,98736.0,24684,17669865.822029363,6184453.037710276,100.17038,2000,X,11.52,,-95.688710049382,29.774950994075
123467254,RES3F,RES,0.5,S,3,72645.0,24215,13129512.564515674,4595329.397580486,100.29074,2000,AE,10.74,,-95.687577323574,29.774126666508
123467988,RES1-2SNB,RES,0.75,S,2,6065.0,5101,907007.4054232113,453503.70271160564,102.50365,2000,X,6.16,,-95.701500963466,29.766960765547
123468036,RES1-2SNB,RES,0.75,S,2,3321.0,3655,563868.7538819215,281934.37694096076,101.644684,2000,X,5.42,,-95.701490253188,29.767286453641
123468039,RES1-2SNB,RES,0.75,S,2,3877.0,3192,616079.5044773704,308039.7522386852,101.76163,2000,X,5.58,,-95.701500749188,29.76771466933
123468076,RES1-2SNB,RES,0.75,S,2,4097.0,3828,639765.0131087019,319882.50655435096,101.75132,2000,X,5.86,,-95.701496914129,29.767500566457
123468087,RES1-2SNB,RES,0.75,S,2,4120.0,2984,638225.9976646815,319112.99883234076,102.65488,2000,X,7.07,,-95.701517246152,29.76590862486
123469086,RES3A,RES,0.5,S,2,42736.0,21368,6194413.312912654,2168044.659519429,112.76817,1986,AE,6.05,,-95.706875498075,29.795697200193
123469088,RES3A,RES,0.5,S,1,1733.0,1733,294005.64762629644,102901.97666920375,112.053856,1986,X,1.13,,-95.707215798315,29.795787232142
123469090,RES3A,RES,0.5,S,1,1783.0,1783,299616.67314799054,104865.83560179669,111.05506,1986,AE,0.97,,-95.706870035852,29.796239092926
123469092,RES3A,RES,0.5,S,2,37826.0,18913,5482728.334854536,1918954.9171990873,112.93114,1986,AE,7.11,,-95.706874521942,29.794862038837
123469100,RES3A,RES,0.5,S,1,34464.0,34464,5311083.829319085,1858879.3402616796,110.70017,1986,AE,0.25,,-95.706596308158,29.79711764702
123469124,RES1-1SNB,RES,0.75,S,1,1140.0,1542,185514.8143628446,92757.4071814223,126.996666,2003,X,3.67,,-95.70492291317,29.837611738341
123469128,RES1-1SNB,RES,0.75,S,1,1208.0,1658,196325.44051717006,98162.72025858503,127.237305,2003,X,3.7,,-95.705634011184,29.837629410493
123469131,RES1-1SNB,RES,0.75,S,1,1203.0,1889,195671.65113965742,97835.82556982871,127.23731,2003,X,3.63,,-95.706768823689,29.837640025724
123469132,RES1-1SNB,RES,0.75,S,1,971.0,1855,158013.0513879297,79006.52569396485,127.664474,2003,X,3.38,,-95.707048343363,29.83763914739
123469133,RES1-1SNB,RES,0.75,S,1,1002.0,1308,163057.7537537371,81528.87687686855,127.20399,2003,X,3.4,,-95.705345099583,29.837603524043
123469080,RES3A,RES,0.5,S,1,1765.0,1765,297615.25339385285,104165.33868784849,112.46655,1986,AE,0.89,,-95.70651504813,29.795747270138
123469081,RES3A,RES,0.5,S,1,1673.0,1673,287059.8332280695,100470.94162982432,112.05026,1986,X,1.32,,-95.70721468388,29.794735482312
123469082,RES3A,RES,0.5,S,1,1733.0,1733,294005.64762629644,102901.97666920375,112.22585,1986,AE,1.81,,-95.706376242401,29.795976052784
123469117,RES1-1SNB,RES,0.75,S,1,1045.0,1282,170055.24848256967,85027.62424128484,127.388664,2003,X,3.63,,-95.706339482135,29.837600782968
123469155,RES1-1SWB,RES,2.0,B,1,1120.0,1524,249310.8205524052,124655.4102762026,127.33903,2003,X,3.55,,-95.706626475666,29.83761855908
123469157,RES1-1SNB,RES,0.75,S,1,1365.0,1663,216182.7657216228,108091.3828608114,127.410706,2003,X,3.83,,-95.706906137553,29.837628385879
123469158,RES1-1SNB,RES,0.75,S,1,1332.0,1755,212116.97832254568,106058.48916127284,127.421616,2003,X,4.2,,-95.706199796058,29.837635538419
123469160,RES1-1SNB,RES,0.75,S,1,945.0,1241,153782.0158122085,76891.00790610425,127.494995,2003,X,3.56,,-95.705771386497,29.837598084096
123469137,RES1-1SNB,RES,0.75,S,1,1140.0,1503,185514.8143628446,92757.4071814223,127.40698,2003,X,3.34,,-95.706059608218,29.837616217002
123469138,RES1-1SNB,RES,0.75,S,1,1203.0,1730,195671.65113965742,97835.82556982871,126.99866,2003,X,3.61,,-95.705064388042,29.837628181344
123469139,RES1-1SNB,RES,0.75,S,1,1002.0,1293,163057.7537537371,81528.87687686855,127.465485,2003,X,3.46,,-95.706479923124,29.837606773358
123469141,RES1-1SNB,RES,0.75,S,1,1002.0,1251,163057.7537537371,81528.87687686855,127.13782,2003,X,3.62,,-95.704775819909,29.837601083497
123469142,RES1-1SNB,RES,0.75,S,1,1021.0,1377,166149.67168970115,83074.83584485058,127.14575,2003,X,3.76,,-95.705199516895,29.837595772494
123469143,RES1-1SNB,RES,0.75,S,1,1002.0,1280,163057.7537537371,81528.87687686855,127.535934,2003,X,3.5,,-95.705910876634,29.837604395687
123469147,RES1-1SNB,RES,0.75,S,1,1140.0,1491,185514.8143628446,92757.4071814223,127.69404,2003,X,3.64,,-95.707192386665,29.837620938655
123469149,RES1-1SNB,RES,0.75,S,1,1140.0,1533,185514.8143628446,92757.4071814223,127.15133,2003,X,3.49,,-95.705490462774,29.83761231285
123470033,RES1-1SNB,RES,0.75,S,1,1384.0,1867,187260.19095,93630.095475,112.43758,1986,X,4.54,,-95.708764344756,29.796929095802
123470061,RES1-1SNB,RES,0.75,S,1,1789.0,2219,220644.97139999998,110322.48569999999,112.46038,1986,X,4.07,,-95.708742698611,29.796218289156
123470062,RES1-1SWB,RES,2.0,B,1,1528.0,2052,273906.6435,136953.32175,112.96364,1986,X,4.57,,-95.708763270021,29.797462726225
123470084,RES1-1SNB,RES,0.75,S,1,1558.0,1951,202791.1746,101395.5873,112.771065,1986,X,4.84,,-95.708755447198,29.796568176347
123470037,RES1-1SNB,RES,0.75,S,1,1626.0,2224,208374.411,104187.2055,112.30412,1986,X,4.81,,-95.708739531834,29.795692176853
123470038,RES1-1SNB,RES,0.75,S,1,1384.0,1839,187260.19095,93630.095475,112.5282,1986,X,4.52,,-95.708765670458,29.797296371521
123470041,RES1-1SNB,RES,0.75,S,1,1638.0,2285,209331.31485,104665.657425,112.38838,1986,X,4.07,,-95.708742812018,29.796045371815
123470048,RES1-1SNB,RES,0.75,S,1,1528.0,2737,200241.09209999998,100120.54604999999,112.75393,1986,X,4.71,,-95.708732901722,29.795855267487
123470068,RES1-1SNB,RES,0.75,S,1,2170.0,2354,246491.59185,123245.795925,112.811424,1986,X,4.91,,-95.708745849998,29.797821843516
123470085,RES1-1SNB,RES,0.75,S,1,1885.0,1647,227136.96915000002,113568.48457500001,112.59099,1986,X,5.53,,-95.708768836371,29.797645567004
123470089,RES1-1SNB,RES,0.75,S,1,1649.0,2437,210201.0036,105100.5018,112.476234,1986,X,4.29,,-95.708748706681,29.79676461898
123470090,RES1-1SNB,RES,0.75,S,1,2194.0,2718,261285.5584519782,130642.7792259891,113.01388,1986,X,4.12,,-95.708742054647,29.794779493177
123470094,RES1-1SNB,RES,0.75,S,1,1384.0,1873,187260.19095,93630.095475,111.79168,1986,X,2.49,,-95.708762697673,29.79531527595
123470071,RES1-1SNB,RES,0.75,S,1,1558.0,2370,202791.1746,101395.5873,112.22595,1986,X,3.57,,-95.708745697103,29.795499675988
123470074,RES1-1SNB,RES,0.75,S,1,1548.0,2073,201947.0565,100973.52825,111.9813,1986,X,3.1,,-95.708758901125,29.795141349312
123470076,RES1-2SNB,RES,0.75,S,2,2003.0,1762,234424.02375,117212.011875,112.59903,1986,X,4.66,,-95.708760437859,29.797104702266
123470079,RES1-1SNB,RES,0.75,S,1,1649.0,2374,210201.0036,105100.5018,112.47822,1986,X,3.7,,-95.70873876946,29.796400340878
123482454,RES1-1SNB,RES,0.75,S,1,1454.0,1939,133740.606,66870.303,103.01439,1982,X,3.3,,-95.641224240767,29.836412499843
123482455,RES1-1SNB,RES,0.75,S,1,1436.0,1933,132642.12375,66321.061875,103.90685,1982,X,3.29,,-95.642856271674,29.836311710048
123482457,RES1-1SNB,RES,0.75,S,1,1344.0,2046,126809.50065,63404.750325,103.68893,1982,X,2.61,,-95.642540694423,29.836306032146
123482465,RES1-1SNB,RES,0.75,S,1,1359.0,1830,127785.37035,63892.685175,104.367294,1982,X,2.89,,-95.643178358815,29.836318502912
123482466,RES1-1SNB,RES,0.75,S,1,1447.0,1810,133315.08135,66657.540675,104.001724,1982,X,4.03,,-95.642379822629,29.836304801951
123482502,RES1-1SNB,RES,0.75,S,1,1551.0,1216,139419.76815,69709.884075,103.53955,1982,X,1.44,,-95.641585303738,29.836343077336
123482505,RES1-1SNB,RES,0.75,S,1,1507.0,2055,136893.9201,68446.96005,102.85895,1982,X,3.83,,-95.641127182518,29.836568049707
123482449,RES1-1SNB,RES,0.75,S,1,1409.0,1861,130968.20444999999,65484.102224999995,103.75404,1982,X,2.64,,-95.642074233979,29.836312154339
123482452,RES1-1SNB,RES,0.75,S,1,1459.0,2169,134043.26595,67021.632975,104.1038,1982,X,2.69,,-95.64301718745,29.836312329211
123482485,RES1-1SNB,RES,0.75,S,1,1436.0,2042,132642.12375,66321.061875,103.42646,1982,X,3.97,,-95.641391992761,29.836320537783
123482491,RES1-1SNB,RES,0.75,S,1,1512.0,1927,137185.15335,68592.576675,103.86991,1982,X,2.42,,-95.642704688361,29.836312076486
123482498,RES1-1SNB,RES,0.75,S,1,1527.0,1899,138052.37715,69026.188575,103.85539,1982,X,2.05,,-95.641760885725,29.836311484265
123482500,RES1-1SNB,RES,0.75,S,1,1527.0,1748,138052.37715,69026.188575,102.85426,1982,X,3.76,,-95.64111882008,29.837000361984
123483522,RES3D,RES,0.5,S,2,15785.16,8453,2366548.582333771,828292.0038168199,103.64451,2004,X,5.33,,-95.646046080615,29.83097959484
123483526,RES3B,RES,0.5,S,1,3200.84,3801,496858.3027248186,173900.40595368648,103.868004,2004,X,4.91,,-95.646338513657,29.831006806928
123482480,RES1-1SNB,RES,0.75,S,1,1517.0,1878,137475.30419999998,68737.65209999999,103.868416,1982,X,2.88,,-95.64222293955,29.836311928046
123482517,RES1-1SNB,RES,0.75,S,1,1507.0,1893,136893.9201,68446.96005,102.7023,1982,X,3.34,,-95.641127398471,29.836852184493
123482526,RES1-1SNB,RES,0.75,S,1,1779.0,2285,151171.42185,75585.710925,103.9374,1982,X,2.98,,-95.641916636517,29.836310375127
123482527,RES1-1SNB,RES,0.75,S,1,1344.0,2027,126809.50065,63404.750325,102.94805,1982,X,3.33,,-95.641110054821,29.836719174925
123486792,RES1-1SNB,RES,0.75,S,1,1907.0,1996,242903.36156476615,121451.68078238307,106.77879,2001,X,5.67,,-95.687247960918,29.796697842959
123486795,RES3C,RES,0.5,S,2,5116.0,2558,698183.4658,244364.21302999998,106.700096,2001,X,5.98,,-95.687297469072,29.796870159379
123502523,RES1-1SNB,RES,0.75,S,1,1859.0,1458,284991.0966620681,142495.54833103405,126.53454,2003,X,4.59,,-95.706045855704,29.839933735149
123502543,RES1-2SNB,RES,0.75,S,2,2340.0,1654,327045.06493171194,163522.53246585597,126.95955,2003,X,5.09,,-95.705905781656,29.839963305329
123502535,RES1-1SNB,RES,0.75,S,1,1703.0,1346,270331.68006958603,135165.84003479301,127.18693,2003,X,4.86,,-95.705739465789,29.839958100989
123513666,RES1-1SNB,RES,0.75,S,1,1350.0,1933,209990.85725988616,104995.42862994308,114.46482,1985,AE,4.2,,-95.719684490061,29.807606658196
123513669,RES1-1SNB,RES,0.75,S,1,1844.0,2332,257607.4053137415,128803.70265687075,114.46681,1985,AE,3.35,,-95.719664025863,29.807441532913
123520011,RES1-2SNB,RES,0.75,S,2,3542.0,2318,400223.59868780494,200111.79934390247,113.38424,2006,X,5.67,,-95.696725919521,29.810314611073
123520012,RES1-2SNB,RES,0.75,S,2,2723.0,1993,337817.6408698813,168908.82043494066,113.05825,2006,X,5.71,,-95.696745271237,29.810473860038
123520014,RES1-2SNB,RES,0.75,S,2,3135.0,2417,359814.42129671585,179907.21064835793,113.10444,2006,X,5.45,,-95.696733451441,29.810159245182
123525252,RES3A,RES,0.5,S,1,11988.0,11988,1776622.4615382017,621817.8615383705,110.90275,2009,AE,0.94,,-95.702081428629,29.798589983863
123525243,RES3A,RES,0.5,S,1,9250.0,9250,1370850.6663199689,479797.73321198905,111.32293,2009,AE,0.82,,-95.702827577779,29.798666835399
123525244,RES3A,RES,0.5,S,1,1940.0,1940,323286.92629623227,113150.4242036813,110.06736,2009,AE,1.55,,-95.703048853105,29.799318910356
123525249,RES3A,RES,0.5,S,1,5329.0,5329,804478.3963250783,281567.4387137774,109.686455,2009,AE,0.06,,-95.70228267021,29.799323030688
123525473,RES1-2SNB,RES,0.75,S,2,2340.0,1674,327045.06493171194,163522.53246585597,126.87337,2003,X,6.02,,-95.70637795296,29.839458705447
123525476,RES1-1SNB,RES,0.75,S,1,1444.0,1824,243017.59039581526,121508.79519790763,128.244,2003,X,4.37,,-95.704601400559,29.838456268465
123525509,RES1-1SNB,RES,0.75,S,1,1948.0,1157,292594.7944894633,146297.39724473166,127.50135,2003,X,4.95,,-95.705005402681,29.839378599742
123525230,RES3A,RES,0.5,S,1,8641.0,8641,1280596.817202143,448208.88602075,111.168,2009,AE,0.98,,-95.702862417407,29.799036602822
123525231,RES3A,RES,0.5,S,1,12334.0,12334,1827899.6877919438,639764.8907271803,110.43013,2009,AE,2.59,,-95.70218235589,29.799018442503
123525477,RES1-1SNB,RES,0.75,S,1,1778.0,1331,276718.3881719132,138359.1940859566,127.02379,2003,X,4.93,,-95.706702002102,29.8394166868
123525478,RES1-2SNB,RES,0.75,S,2,2476.0,1515,337962.6789759446,168981.3394879723,127.938805,2003,X,6.03,,-95.705003579344,29.838968474055
123525479,RES1-1SNB,RES,0.75,S,1,1362.0,1696,232049.25817606546,116024.62908803273,128.53984,2003,X,4.37,,-95.704969467763,29.838512958943
123525482,RES1-2SNB,RES,0.75,S,2,1549.0,1378,254196.9372008707,127098.46860043536,126.73401,2003,X,5.06,,-95.706535171581,29.839447768999
123525485,RES1-1SNB,RES,0.75,S,1,1170.0,1680,204718.51029371188,102359.25514685594,127.017006,2003,X,4.12,,-95.70590337391,29.839523718396
123525486,RES1-2SNB,RES,0.75,S,2,2736.0,1541,358253.85224139004,179126.92612069502,126.43722,2003,X,5.68,,-95.705041616408,29.839672104249
123525510,RES1-1SNB,RES,0.75,S,1,1170.0,1815,204718.51029371188,102359.25514685594,127.02892,2003,X,4.47,,-95.706067496561,29.839498991281
123525511,RES1-2SNB,RES,0.75,S,2,2260.0,1413,319444.66797920375,159722.33398960187,126.8898,2003,X,5.3,,-95.707155177283,29.839309957962
123525513,RES1-1SNB,RES,0.75,S,1,1859.0,1432,284991.0966620681,142495.54833103405,126.776794,2003,X,4.97,,-95.705753145392,29.83954756715
123525516,RES1-1SNB,RES,0.75,S,1,1735.0,1919,274345.2205214215,137172.61026071076,128.41096,2003,X,4.82,,-95.704762599443,29.838430704949
123525517,RES1-2SNB,RES,0.75,S,2,1872.0,1164,286136.17006081634,143068.08503040817,127.22695,2003,X,5.11,,-95.705024487889,29.839525098295
123525518,RES1-2SNB,RES,0.75,S,2,1856.0,1412,283829.99919873197,141914.99959936598,127.40385,2003,X,5.27,,-95.707468084323,29.839237683083
123525519,RES1-2SNB,RES,0.75,S,2,2315.0,1365,325019.678292912,162509.839146456,128.3316,2003,X,5.45,,-95.705042989561,29.838693085345
123525494,RES1-1SNB,RES,0.75,S,1,2340.0,1682,327045.06493171194,163522.53246585597,126.57601,2003,X,4.99,,-95.705432044681,29.839559225889
123525496,RES1-2SNB,RES,0.75,S,2,2043.0,1358,300933.4386757443,150466.71933787214,126.83683,2003,X,5.95,,-95.706226352227,29.839513272509
123525497,RES1-2SNB,RES,0.75,S,2,1703.0,1631,269481.7560512679,134740.87802563395,127.20151,2003,X,5.16,,-95.707310021716,29.839258980325
123525498,RES1-1SNB,RES,0.75,S,1,1410.0,1973,238214.8201744685,119107.41008723425,128.05496,2003,X,4.94,,-95.705037869678,29.8388356963
123525499,RES1-2SNB,RES,0.75,S,2,1220.0,1718,212774.4473715267,106387.22368576335,126.54312,2003,X,5.35,,-95.705593245431,29.839555120326
123525501,RES1-2SNB,RES,0.75,S,2,1872.0,1115,286136.17006081634,143068.08503040817,127.553474,2003,X,5.06,,-95.705005684083,29.839103455959
123525506,RES1-2SNB,RES,0.75,S,2,2209.0,1367,315085.90188484604,157542.95094242302,126.761665,2003,X,5.14,,-95.706854379674,29.839395620606
123525488,RES1-2SNB,RES,0.75,S,2,2736.0,1514,358253.85224139004,179126.92612069502,128.24667,2003,X,5.71,,-95.704438500565,29.838486617846
123525491,RES1-1SNB,RES,0.75,S,1,1958.0,1634,292492.1506907125,146246.07534535625,127.03369,2003,X,4.79,,-95.707004377128,29.839327749983
123529626,RES1-1SNB,RES,0.75,S,1,1497.0,2479,136509.32211177403,68254.66105588702,104.01019,1982,X,3.2,,-95.642401336197,29.836670882299
123529630,RES1-1SNB,RES,0.75,S,1,1491.0,2212,136155.31706298652,68077.65853149326,103.851845,1982,X,2.65,,-95.642403396267,29.836825487982
123531207,RES1-1SNB,RES,0.75,S,1,1350.0,1560,209419.6017133393,104709.80085666965,113.40833,1985,AE,4.74,,-95.716025379091,29.806592819258
123531219,RES1-1SNB,RES,0.75,S,1,1844.0,1975,256906.61452200296,128453.30726100148,113.54913,1985,AE,5.81,,-95.715555447834,29.806448299825
123531220,RES1-1SNB,RES,0.75,S,1,1636.0,2199,238935.51415782465,119467.75707891233,113.192604,1985,AE,3.71,,-95.715578435969,29.806609882423
123531201,RES1-1SNB,RES,0.75,S,1,1350.0,2170,209419.6017133393,104709.80085666965,113.14332,1985,AE,4.72,,-95.715091517104,29.806401568855
123531203,RES1-1SWB,RES,2.0,B,1,1844.0,2484,302452.47436745325,151226.23718372663,113.74012,1985,AE,5.34,,-95.716481960981,29.806829555262
123539385,RES1-1SNB,RES,0.75,S,1,1637.0,2151,209251.89810000002,104625.94905000001,111.96742,1986,X,3.88,,-95.709263751591,29.79640826772
123539390,RES1-1SNB,RES,0.75,S,1,1528.0,2233,200241.09209999998,100120.54604999999,111.79439,1986,X,4.57,,-95.709258579447,29.796570720845
123539391,RES1-1SNB,RES,0.75,S,1,1384.0,1826,187260.19095,93630.095475,112.13762,1986,X,6.85,,-95.709239609825,29.795852344642
123539398,RES1-1SNB,RES,0.75,S,1,1418.0,1895,190435.65555,95217.827775,112.04712,1986,X,4.73,,-95.709248475027,29.796755574157
123539399,RES1-1SNB,RES,0.75,S,1,1548.0,1869,201947.0565,100973.52825,111.99981,1986,X,4.14,,-95.709252964206,29.796213255793
123539476,RES1-1SNB,RES,0.75,S,1,1576.0,2546,232601.7724514557,116300.88622572785,113.749565,1985,AE,4.01,,-95.716356672773,29.804248461328
123539477,RES1-1SNB,RES,0.75,S,1,1972.0,2320,265854.9079481981,132927.45397409904,113.68235,1985,AE,4.32,,-95.716572456515,29.804189440959
123539479,RES1-1SNB,RES,0.75,S,1,1635.0,2423,238197.5916210922,119098.7958105461,113.91237,1985,AE,3.74,,-95.716747180185,29.804120479478
123539484,RES1-1SNB,RES,0.75,S,1,1576.0,2637,232601.7724514557,116300.88622572785,113.18466,1985,AE,4.12,,-95.715342978911,29.804371417408
123539487,RES1-1SNB,RES,0.75,S,1,1712.0,2206,245162.77077949396,122581.38538974698,114.06288,1985,AE,4.2,,-95.716188841826,29.803982169234
123539490,RES1-1SNB,RES,0.75,S,1,2488.0,2816,305937.2549899002,152968.6274949501,113.506805,1985,AE,4.2,,-95.715765010326,29.804379123878
123539492,RES1-1SNB,RES,0.75,S,1,1904.0,2949,260277.4561069856,130138.7280534928,113.99308,1985,AE,4.14,,-95.715980700082,29.804032274359
123539454,RES1-1SNB,RES,0.75,S,1,1695.0,2612,243657.90768737302,121828.95384368651,114.13871,1985,AE,4.97,,-95.717123300491,29.803962030516
123539455,RES1-1SNB,RES,0.75,S,1,2444.0,2756,302823.9666755359,151411.98333776795,113.79302,1985,AE,4.13,,-95.715967500418,29.804341876826
123539456,RES1-1SNB,RES,0.75,S,1,1724.0,2078,246213.7996440958,123106.8998220479,113.98865,1985,AE,5.07,,-95.716949262052,29.804046974719
123539408,RES1-1SNB,RES,0.75,S,1,1558.0,2261,202791.1746,101395.5873,112.02036,1986,X,4.22,,-95.70925498516,29.796039498995
123539461,RES1-1SNB,RES,0.75,S,1,2161.0,2409,280683.25836902467,140341.62918451233,114.38733,1985,AE,3.6,,-95.716950744444,29.803701860834
123539471,RES1-1SNB,RES,0.75,S,1,2151.0,2432,280681.6998743894,140340.8499371947,113.80354,1985,AE,4.18,,-95.716177094674,29.804326410101
123539473,RES1-1SNB,RES,0.75,S,1,1940.0,2662,263543.55299631093,131771.77649815546,113.77894,1985,AE,4.08,,-95.715568825405,29.804372527767
123547583,RES3A,RES,0.5,S,2,8402.0,4201,1088477.1462879803,380967.0012007931,108.50303,2009,X,6.3,,-95.689584143818,29.795926547793
123547584,RES3A,RES,0.5,S,3,25338.0,8446,3282531.996152329,1148886.198653315,109.0671,2009,X,8.43,,-95.690762029237,29.795831658477
123547586,RES3A,RES,0.5,S,3,25401.0,8467,3290693.631971376,1151742.7711899816,109.13872,2009,X,8.53,,-95.691067057928,29.795834509911
123547587,RES3A,RES,0.5,S,2,17076.0,8538,2212191.82087873,774267.1373075555,108.64494,2009,X,8.03,,-95.690232233519,29.795934335725
123547588,RES3A,RES,2.0,B,2,16778.0,8389,2173585.9915677607,760755.0970487162,108.905914,2009,X,7.91,,-95.691724525273,29.795835362031
123547577,RES3A,RES,0.5,S,3,24402.0,8134,3161273.417673391,1106445.6961856866,108.91384,2009,X,8.21,,-95.691421732635,29.795838426639
123547579,RES3D,RES,0.5,S,3,25068.0,8356,3170987.243784167,1109845.5353244583,109.02235,2009,X,8.19,,-95.689616116958,29.7956949157
123547580,RES3D,RES,0.5,S,3,25086.0,8362,3173005.626511267,1110551.9692789433,108.94355,2009,X,9.0,,-95.690171206583,29.795664891088
123549887,RES1-2SNB,RES,0.75,S,2,2004.0,1185,298115.5564954103,149057.77824770514,128.46443,2003,X,5.53,,-95.704150597011,29.838830361135
123549894,RES1-2SNB,RES,0.75,S,2,1429.0,1727,240478.8654195435,120239.43270977175,127.70866,2003,X,5.22,,-95.704565634815,29.839547836755
123549914,RES1-1SNB,RES,0.75,S,1,1232.0,1641,215128.4195368113,107564.20976840565,128.4212,2003,X,4.17,,-95.704552594397,29.838835383925
123549915,RES1-1SNB,RES,0.75,S,1,1369.0,1698,233709.4484962956,116854.7242481478,127.976974,2003,X,4.58,,-95.704552350611,29.839410909379
123549902,RES1-1SNB,RES,0.75,S,1,1429.0,1656,240478.8654195435,120239.43270977175,128.25464,2003,X,4.68,,-95.704548321095,29.839112687613
123549904,RES1-2SNB,RES,0.75,S,2,1824.0,2256,288296.01263384137,144148.00631692068,128.3502,2003,X,5.32,,-95.704550473104,29.838976223767
123549911,RES1-1SNB,RES,0.75,S,1,1609.0,2187,261507.30760945196,130753.65380472598,128.40375,2003,X,4.15,,-95.704536915678,29.83925880848
123890443,RES1-1SNB,RES,0.75,S,1,2584.0,2790,463163.13355200004,231581.56677600002,87.612526,2000,X,6.27,,-95.609142263363,29.777539322956
123890450,RES1-1SNB,RES,0.75,S,1,2983.0,1388,508365.97245,254182.986225,82.90149,2000,X,6.42,,-95.612432701872,29.77840614014
123890456,RES1-1SNB,RES,0.75,S,1,2283.0,3522,426658.45298999996,213329.22649499998,87.78122,2000,X,4.24,,-95.609438358874,29.777516151222
123890415,RES3A,RES,0.5,S,1,1634.19,2377,267062.712336,93471.9493176,80.929985,2000,X,1.26,,-95.611306145137,29.779845769924
123890420,RES3B,RES,0.5,S,2,8916.59,8011,1166594.77746,408308.172111,84.29849,2000,X,6.1,,-95.60945417174,29.77996833063
123890428,RES3D,RES,0.5,S,2,15402.67,9317,2151383.15847,752984.1054645,80.7237,2000,X,5.24,,-95.611446057339,29.779941216444
123890464,RES1-1SNB,RES,0.75,S,1,2778.0,3897,486020.747604,243010.373802,87.701614,2000,X,5.17,,-95.608534923069,29.777751021816
123890469,RES3C,RES,0.5,S,1,5472.55,6976,803944.071042,281380.42486469995,80.19941,2000,X,2.36,,-95.611777824392,29.779807385159
123890471,RES3B,RES,0.5,S,1,4051.44,5001,567938.635992,198778.52259719998,79.318474,2000,X,4.25,,-95.612134051075,29.779792761818
123890477,RES1-1SNB,RES,0.75,S,1,2050.0,2116,397705.699272,198852.849636,87.58906,2000,X,7.58,,-95.609118755874,29.77774612552
123890515,RES1-2SNB,RES,0.75,S,2,2835.0,2559,492420.330192,246210.165096,86.10273,2000,X,4.0,,-95.610944753376,29.777698602473
123890534,RES1-2SNB,RES,0.75,S,2,2791.0,1885,487492.953066,243746.476533,84.30662,2000,X,3.2,,-95.61216431915,29.777906829426
123890536,RES3B,RES,0.5,S,2,9624.66,8196,1259234.534124,440732.0869434,83.79882,2000,X,5.01,,-95.609850695571,29.779964697448
123890545,RES3D,RES,0.5,S,2,9940.42,6176,1421326.464474,497464.2625659,84.55431,2000,X,7.86,,-95.609137489645,29.780088432544
123890582,RES3D,RES,0.5,S,2,19921.62,12150,2728042.695168,954814.9433088,79.29187,2000,AE,5.08,,-95.611759494584,29.780347008098
123890457,RES1-2SNB,RES,0.75,S,2,3187.0,1586,528757.479306,264378.739653,86.578964,2000,X,4.41,,-95.610006929723,29.777517566413
